,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
228,jhakaasgames,Experience a super dose of unlimited fun | Jhakaas Games - India's No.1 Rummy app with daily Fantasy cricket built for passionate sports lovers.,India,0,0,20,0,"Whose magic will work tonight? #PunjabKings or #GujaratTitans? Stay tuned to find out.

Make your own team on #JhakaasGames.

Download the app now:  https://t.co/xX99uWSFfD

#Fantasy #OnlineGame #RR #RCB #IPL #CricketMania #Rajasthan #Bangalore https://t.co/PXS2QRo3mz","['PunjabKings', 'GujaratTitans', 'JhakaasGames', 'Fantasy', 'OnlineGame', 'RR', 'RCB', 'IPL', 'CricketMania', 'Rajasthan', 'Bangalore']"
229,IntrinsicWorld,"Sharing and supporting awesome indie developers.
YouTube: https://t.co/TKgBSPf7ck
Home page: https://t.co/UaNrGPanzr",Dressrosa,42,4118,296554,6,Build your base and attack to others https://t.co/M3cUKBOPgb #BomberPhantom #MobileGames #gamer #gamergirl #BomberPhantom #gamers #MobileGamer #MobileGamers #GamerGirls #OnlineGame #OnlineGamer #onlinemobilegame #mobilegaming #indiegames #indiegame #indiedev #gamedev #gamedevs https://t.co/kQRzVenbk6,"['BomberPhantom', 'MobileGames', 'gamer', 'gamergirl', 'BomberPhantom']"
230,KumarjitBiswa10,💚💙♥️,,33,8,214,28,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY https://t.co/E9R0KSzNj0",[]
231,KumarjitBiswa10,💚💙♥️,,33,8,214,15,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
#GIVEAWAY https://t.co/jKqOH8uM7m",[]
232,GamesSprinters,"Let the Games Begin!
Sprinters bring you the ultimate Gaming you have never experienced before.
Hurry, join now and get a chance to win REAL prizes!",,0,65,92,0,"An Indian T20 League trivia you might be interested to know!

#sprintersonlinegames #fantasy #games #onlinegame #dreamteam #prediction #cricket #IPL #IPL2022 #T20 #fantasycricket #IndianPremierLeague #trivia https://t.co/uoQAbOVNQk","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'IndianPremierLeague', 'trivia']"
233,SaibalMariners,,Kolkata,3520,117,6823,28,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY https://t.co/E9R0KSzNj0",[]
234,Ruchika4786,☯️*RISE ABOVE LIMIT*☯️,"Rajasthan, India",1450,232,18707,28,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY https://t.co/E9R0KSzNj0",[]
235,Ruchika4786,☯️*RISE ABOVE LIMIT*☯️,"Rajasthan, India",1450,232,18707,15,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
#GIVEAWAY https://t.co/jKqOH8uM7m",[]
236,torrasglobal,"Simple but unique.
Stay tuned for brand stories, tech trends, tips&tricks and more.",,659,219,818,0,"Let's see who will be the KING/QUEEN of #PUBG mobile tonight?

#torras #torraslife #iphone #apple #phonecase #onlinegame https://t.co/UHDj1eBL5o","['PUBG', 'torras', 'torraslife', 'iphone', 'apple', 'phonecase', 'onlinegame']"
237,Ruchika4786,☯️*RISE ABOVE LIMIT*☯️,"Rajasthan, India",1450,232,18707,15,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
#GIVEAWAY https://t.co/cTjVDcvQMf",[]
238,NethashStudio,"Independent video game studio based in the Swedish Arctic ❄
Currently making: https://t.co/sCkDXyJrX4…",Swedish Arctic,508,2106,43526,6,Build your base and attack to others https://t.co/M3cUKBOPgb #BomberPhantom #MobileGames #gamer #gamergirl #BomberPhantom #gamers #MobileGamer #MobileGamers #GamerGirls #OnlineGame #OnlineGamer #onlinemobilegame #mobilegaming #indiegames #indiegame #indiedev #gamedev #gamedevs https://t.co/kQRzVenbk6,"['BomberPhantom', 'MobileGames', 'gamer', 'gamergirl', 'BomberPhantom']"
239,SolbotEnergyRsh,Supporting #indie #indiegames #gamedev @FreakoutGames Patreon: https://t.co/NDSQwpPfRE,,181,1122,54775,6,Build your base and attack to others https://t.co/M3cUKBOPgb #BomberPhantom #MobileGames #gamer #gamergirl #BomberPhantom #gamers #MobileGamer #MobileGamers #GamerGirls #OnlineGame #OnlineGamer #onlinemobilegame #mobilegaming #indiegames #indiegame #indiedev #gamedev #gamedevs https://t.co/kQRzVenbk6,"['BomberPhantom', 'MobileGames', 'gamer', 'gamergirl', 'BomberPhantom']"
240,vishalpawar12,,"Pune, India",107,13,380,15,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
#GIVEAWAY https://t.co/jKqOH8uM7m",[]
241,ItsLove_44,#followe #back 🤗💫  #RadheRadhe 🥰 #Love #music #winner 🎂🥂👉 I 💌 #India 🇮🇳🇮🇳 #contest 🙈,"Jaipur, India",1882,1177,6311,28,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY https://t.co/E9R0KSzNj0",[]
242,ItsLove_44,#followe #back 🤗💫  #RadheRadhe 🥰 #Love #music #winner 🎂🥂👉 I 💌 #India 🇮🇳🇮🇳 #contest 🙈,"Jaipur, India",1882,1177,6311,0,"@GamesSprinters Delhi capitals

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY

Join
@angel_queen78
@hey_its_amisha
@sandeep0_07
@PallabiOfficial
@SonaliSBera
@Sanjiv_34
@prempyare8888","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'winbig', 'fantasysports', 'GIVEAWAY']"
243,Krishan43161493,Sat saheb,,405,100,21927,28,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY https://t.co/E9R0KSzNj0",[]
244,GamesSprinters,"Let the Games Begin!
Sprinters bring you the ultimate Gaming you have never experienced before.
Hurry, join now and get a chance to win REAL prizes!",,0,65,92,0,"An Indian T20 League trivia you might be interested to know!

#sprintersonlinegames #fantasy #games #onlinegame #dreamteam #prediction #cricket #IPL #IPL2022 #T20 #fantasycricket #IndianPremierLeague #trivia #KLRahul https://t.co/Avs6ja15zZ","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'IndianPremierLeague', 'trivia', 'KLRahul']"
245,36Q47394077,"I'm Kitsuneya! 狐屋
I will provide information on Japan！⛩
If you like Japan, please get along with me.　
Japanese living in Japan.🗾🎌",,558,152,8549,0,"Do you spend money on online games? do not use?

「お金」Do everyone charge for online games?
https://t.co/qgIbKEntjV………

#Japanese
#japan
#onlinegame
#money https://t.co/lVBkO6nPPS","['Japanese', 'japan', 'onlinegame', 'money']"
246,_Gamicity_,Promoter of Mobile Games. Want to discover new games? Want to promote your newest game? You're in the right place!,,860,4143,130140,12,"Build your own military base.
👉Bomber Phantom👈 https://t.co/M3cUKBOPgb #MobileGame #gamer #gamergirl #BomberPhantom #gamers #MobileGamer #MobileGamers #GamerGirls #OnlineGame #OnlineGamer #onlinemobilegame #mobilegaming #indiegames #indiegame #indiedev #gamedev #gamedevs https://t.co/d14z9CCIVc","['MobileGame', 'gamer', 'gamergirl', 'BomberPhantom', 'gamers']"
247,ARealHumanName1,"Learning how to be human by watching movies about androids pretending to be human.
Follow me to get free #unity3D assets and hear about #UnityAssetStore deals",Earth?,26,1846,195300,12,"Build your own military base.
👉Bomber Phantom👈 https://t.co/M3cUKBOPgb #MobileGame #gamer #gamergirl #BomberPhantom #gamers #MobileGamer #MobileGamers #GamerGirls #OnlineGame #OnlineGamer #onlinemobilegame #mobilegaming #indiegames #indiegame #indiedev #gamedev #gamedevs https://t.co/d14z9CCIVc","['MobileGame', 'gamer', 'gamergirl', 'BomberPhantom', 'gamers']"
248,LukeIsaacson2,"11.J. Jordan House, 20 Piermont Road is an historic landmark  ‘stolen and found’   https://t.co/KEFYJjAWpx…",$on.demand.OSCARS 6 USD,5001,625,206071,12,"Build your own military base.
👉Bomber Phantom👈 https://t.co/M3cUKBOPgb #MobileGame #gamer #gamergirl #BomberPhantom #gamers #MobileGamer #MobileGamers #GamerGirls #OnlineGame #OnlineGamer #onlinemobilegame #mobilegaming #indiegames #indiegame #indiedev #gamedev #gamedevs https://t.co/d14z9CCIVc","['MobileGame', 'gamer', 'gamergirl', 'BomberPhantom', 'gamers']"
249,thepixeldevs,Celebrating and promoting #PixelArt and #GameDev! Follow me for more retweets! Created by @sandstormdev,Raspberry Pi,3,8011,430705,12,"Build your own military base.
👉Bomber Phantom👈 https://t.co/M3cUKBOPgb #MobileGame #gamer #gamergirl #BomberPhantom #gamers #MobileGamer #MobileGamers #GamerGirls #OnlineGame #OnlineGamer #onlinemobilegame #mobilegaming #indiegames #indiegame #indiedev #gamedev #gamedevs https://t.co/d14z9CCIVc","['MobileGame', 'gamer', 'gamergirl', 'BomberPhantom', 'gamers']"
250,pedramalirezaei,,Tehran,17,5,23,12,"Build your own military base.
👉Bomber Phantom👈 https://t.co/M3cUKBOPgb #MobileGame #gamer #gamergirl #BomberPhantom #gamers #MobileGamer #MobileGamers #GamerGirls #OnlineGame #OnlineGamer #onlinemobilegame #mobilegaming #indiegames #indiegame #indiedev #gamedev #gamedevs https://t.co/d14z9CCIVc","['MobileGame', 'gamer', 'gamergirl', 'BomberPhantom', 'gamers']"
251,pedramalirezaei,,Tehran,17,5,23,6,Build your base and attack to others https://t.co/M3cUKBOPgb #BomberPhantom #MobileGames #gamer #gamergirl #BomberPhantom #gamers #MobileGamer #MobileGamers #GamerGirls #OnlineGame #OnlineGamer #onlinemobilegame #mobilegaming #indiegames #indiegame #indiedev #gamedev #gamedevs https://t.co/kQRzVenbk6,"['BomberPhantom', 'MobileGames', 'gamer', 'gamergirl', 'BomberPhantom']"
252,GamesSprinters,"Let the Games Begin!
Sprinters bring you the ultimate Gaming you have never experienced before.
Hurry, join now and get a chance to win REAL prizes!",,0,65,92,0,"An Indian T20 League trivia you might be interested to know!

#sprintersonlinegames #fantasy #games #onlinegame #dreamteam #prediction #cricket #IPL #IPL2022 #T20 #fantasycricket #IndianPremierLeague #trivia https://t.co/TggRk1ywhh","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'IndianPremierLeague', 'trivia']"
253,taromar7,Game studio,,16,5,26,6,Build your base and attack to others https://t.co/M3cUKBOPgb #BomberPhantom #MobileGames #gamer #gamergirl #BomberPhantom #gamers #MobileGamer #MobileGamers #GamerGirls #OnlineGame #OnlineGamer #onlinemobilegame #mobilegaming #indiegames #indiegame #indiedev #gamedev #gamedevs https://t.co/kQRzVenbk6,"['BomberPhantom', 'MobileGames', 'gamer', 'gamergirl', 'BomberPhantom', 'gamers', 'MobileGamer', 'MobileGamers', 'GamerGirls', 'OnlineGame', 'OnlineGamer', 'onlinemobilegame', 'mobilegaming', 'indiegames', 'indiegame', 'indiedev', 'gamedev', 'gamedevs']"
254,ManojSoni04,𝑫𝒐 𝑮𝒐𝒐𝒅 𝑯𝒂𝒗𝒆 𝑮𝒐𝒐𝒅,"Gurgaon, India",1911,166,23891,28,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY https://t.co/E9R0KSzNj0",[]
255,ManojSoni04,𝑫𝒐 𝑮𝒐𝒐𝒅 𝑯𝒂𝒗𝒆 𝑮𝒐𝒐𝒅,"Gurgaon, India",1911,166,23891,0,"@GamesSprinters Kolkata Knight Riders

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY
Join Friend's
1. @SonaliBera
2. @PallabiOfficial
3. @Prerna98765
4. @GoldQueenie4
5. @LaxmiPatell","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'winbig', 'fantasysports', 'GIVEAWAY']"
256,8278JOGADOR8728,I just love Giveaways. 😍 God bless.,Citizen of the Internet,4219,1109,100088,1,"Play your childhood game and earn money.           Link:https://t.co/ye4Hw9Edtl

#comely #comelygames #gamer #gamerlife #PlayAndWin #win #Earn #EarnFromHome #play #online #games #onlinegame #earnonline #makemoneyonline #ludo #downloadnow #fungame #ludosingh #Eveningfuntime https://t.co/ElUpISYyVQ","['comely', 'comelygames', 'gamer', 'gamerlife']"
257,ComelyGames,Comely games present you with many skill-based games that can make you real money. A platform where you can put your chilhood skills to use.,,0,6,533,1,"Play your childhood game and earn money.           Link:https://t.co/ye4Hw9Edtl

#comely #comelygames #gamer #gamerlife #PlayAndWin #win #Earn #EarnFromHome #play #online #games #onlinegame #earnonline #makemoneyonline #ludo #downloadnow #fungame #ludosingh #Eveningfuntime https://t.co/ElUpISYyVQ","['comely', 'comelygames', 'gamer', 'gamerlife', 'PlayAndWin', 'win', 'Earn', 'EarnFromHome', 'play', 'online', 'games', 'onlinegame', 'earnonline', 'makemoneyonline', 'ludo', 'downloadnow', 'fungame', 'ludosingh', 'Eveningfuntime']"
258,MrRajput2212,Admin |Gadget Freak📱|Traveller🛩️Music Lover🎧 | Cricket Lover🏏| Foodie🍔| Gadget Freak📱| love only #stufflistingsarmy,"baghpat Uttar Pradesh, India",2064,483,42270,0,"@GamesSprinters Kolkata Knight Riders

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY
JOIN @Deepaadhan3 @MunmunD77420711  @dadofbonhisha @ujjawalkumar26 @CHUNMUN143","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'winbig', 'fantasysports', 'GIVEAWAY']"
259,MrRajput2212,Admin |Gadget Freak📱|Traveller🛩️Music Lover🎧 | Cricket Lover🏏| Foodie🍔| Gadget Freak📱| love only #stufflistingsarmy,"baghpat Uttar Pradesh, India",2064,483,42270,15,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
#GIVEAWAY https://t.co/cTjVDcvQMf",[]
260,AryanSJain1,"𝗕𝗘𝗟𝗜𝗘𝗩𝗘 𝗜𝗡 𝗬𝗢𝗨𝗥𝗦𝗘𝗟𝗙 🔥

#stufflistingsarmy❤","Dhar, India",1261,91,10480,15,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
#GIVEAWAY https://t.co/jKqOH8uM7m",[]
261,CJChannels,✨ Welcome to CJ Channels Official Twitter ✨ A lot of news for my Fun videos and sneak peek in here as Youtuber Gamer 🎮 https://t.co/j2vSFjzP4M?amp=1,Indonesia,74,62,108,0,"Link on my Bio. 🔗
#GameMobile #OUTNOW #NewPost #NewVideo #NewGaming #OnlineGame #apexlegendsmobile #apexlegends #Game #NewStreaming #Streaming #GamingVideo https://t.co/ObOHVdMQpg","['GameMobile', 'OUTNOW', 'NewPost', 'NewVideo', 'NewGaming', 'OnlineGame', 'apexlegendsmobile', 'apexlegends', 'Game', 'NewStreaming', 'Streaming', 'GamingVideo']"
262,IndPink024,Lol,,61,3,1069,0,"@GamesSprinters #IPL2022 #IPL #T20 #cricket
#sprintersonlinegames #fantasy
#games #onlinegame #prediction
#fantasycricket #winbig
#fantasysports
#GIVEAWAY
Kolkata Knight Riders will bat first !","['IPL2022', 'IPL', 'T20', 'cricket', 'sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'prediction', 'fantasycricket', 'winbig', 'fantasysports', 'GIVEAWAY']"
263,PinjaniSimran,,"Indore, India",550,90,3544,0,"@GamesSprinters Kolkata Knight Riders

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'winbig', 'fantasysports', 'GIVEAWAY']"
264,PinjaniSimran,,"Indore, India",550,90,3544,0,"@GamesSprinters Kolkata Knight Riders

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'winbig', 'fantasysports', 'GIVEAWAY']"
265,PinjaniSimran,,"Indore, India",550,90,3544,0,"@GamesSprinters Kolkata Knight Riders

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY
@sapnajhamtani @AnchalMoolchan3 @JyotiTalreja14 @VanshitaTalreja","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'winbig', 'fantasysports', 'GIVEAWAY']"
266,Bot_Football,"Football News.
#Football #Soccer #Followback",,12732,14092,569789,0,"What is Trophy Manager? https://t.co/BeXQ5bkMVm #TrophyManager #football #soccer #game #onlinegame
Sign up https://t.co/AGGrCT7vEm","['TrophyManager', 'football', 'soccer', 'game', 'onlinegame']"
267,MKcricket92,"Simple|| Sweet || Shy || 🏏|||
Cricket is life ❤️",India,403,272,1139,28,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY https://t.co/E9R0KSzNj0",[]
268,MKcricket92,"Simple|| Sweet || Shy || 🏏|||
Cricket is life ❤️",India,403,272,1139,15,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
#GIVEAWAY https://t.co/jKqOH8uM7m",[]
269,rupy0316,,"JALANDHAR, Punjab ",802,167,17456,15,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
#GIVEAWAY https://t.co/cTjVDcvQMf",[]
270,Harshpr01180227,"Biggest fan of Sachin Tendulkar.
Life is the art of drawing without an eraser.",India,2838,1098,57170,15,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
#GIVEAWAY https://t.co/jKqOH8uM7m",[]
271,LuckyCryptoC,"The #luckydegens are on a mission to bring casino to the metaverse! 🤠

➡️ Luckydegens NFTs:  https://t.co/RPdxkHrbsI",Metachance,72,1291,68,0,💰🃏A huge selection of LIVE CASINO games at Lucky Crypto! Click to learn more https://t.co/a6JvBBe25m 🃏💰https://t.co/8pFj0kYDBu #lucky #luckycasino #luckycrypto #luckywins #playwild #playonline #onlinegame #wildwins #onlineslots #playcasino #onlinecasino https://t.co/2npuznVc3Q,"['lucky', 'luckycasino', 'luckycrypto', 'luckywins', 'playwild', 'playonline', 'onlinegame', 'wildwins', 'onlineslots', 'playcasino', 'onlinecasino']"
272,Priyank98805229,,,648,103,11542,7,"Predict &amp; WIN BIG! 🎁
Just comment the right answer and take real cash with you!

#sprintersonlinegames #fantasy #games #onlinegame #dreamteam #prediction #cricket #IPL #IPL2022 #T20 #fantasycricket #winbig #fantasysports #IndianPremierLeague #GIVEAWAY #RCBvsMI #MIvsRCB #RCB #MI https://t.co/rmf1vaY6Mr","['sprintersonlinegames', 'fantasy', 'games']"
273,Priyank98805229,,,648,103,11542,0,"@GamesSprinters Mumbai Indians captain Rohit Sharma will take more DRS

#sprintersonlinegames #fantasy #games #onlinegame #dreamteam #prediction #cricket #IPL #IPL2022 #T20 #fantasycricket #winbig #fantasysports","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'winbig', 'fantasysports']"
274,MONA_VALLECHA,,,1298,124,11186,0,"@GamesSprinters Kolkata Knight Riders

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
 #GIVEAWAY
@sapnajhamtani @AnchalMoolchan3 @JyotiTalreja14","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'winbig', 'fantasysports', 'GIVEAWAY']"
275,MONA_VALLECHA,,,1298,124,11186,15,"It's IPL season! 🏏
And we are offering Giveaways for all! 🎁
Just comment the right answer and take real cash with
you! 💰💰

#sprintersonlinegames #fantasy #games #onlinegame
#dreamteam #prediction #cricket #IPL #IPL2022 #T20
#fantasycricket #winbig #fantasysports
#GIVEAWAY https://t.co/cTjVDcvQMf",[]
276,Rajeevk28479520,Rajeev kapoor,,757,186,17553,0,"@GamesSprinters Mumbai Indians captain Rohit Sharma will take more DRS

#sprintersonlinegames #fantasy #games #onlinegame #dreamteam #prediction #cricket #IPL #IPL2022 #T20 #fantasycricket #winbig #fantasysport","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'winbig', 'fantasysport']"
277,Rajeevk28479520,Rajeev kapoor,,757,186,17553,5,"Brace yourself to win BIG!
Hurry! Post your answer in the comment section below.
#sprintersonlinegames #fantasy #games #onlinegame #dreamteam #prediction #cricket #IPL #IPL2022 #T20 #fantasycricket #winbig #CSKvsSRH #SRHvsCSK #dhoni #jadeja #Bravo #Williamson #pooran https://t.co/vohhTclcFL","['sprintersonlinegames', 'fantasy', 'games']"
278,Rajeevk28479520,Rajeev kapoor,,757,186,17553,0,"@GamesSprinters Mumbai Indians captain Rohit Sharma will take more DRS

#sprintersonlinegames #fantasy #games #onlinegame #dreamteam #prediction #cricket #IPL #IPL2022 #T20 #fantasycricket #winbig #fantasysports","['sprintersonlinegames', 'fantasy', 'games', 'onlinegame', 'dreamteam', 'prediction', 'cricket', 'IPL', 'IPL2022', 'T20', 'fantasycricket', 'winbig', 'fantasysports']"
279,Rajeevk28479520,Rajeev kapoor,,757,186,17553,11,"Play like a champion. Win like a champion. 🎯🏆
Comment the right answer and take the amazing reward to your home!

#sprintersonlinegames #fantasy #games #onlinegame #dreamteam #prediction #cricket #IPL #IPL2022 #T20 #fantasycricket #winbig #CSKvsSRH #SRHvsCSK #dhoni #jadeja https://t.co/PK4AJpBoNr",[]
